fid,STRINGGUID,KODIERUNG,BAUMNR,TYP,GEFAELLT_A,ART,PFLEGE,KD,CREATE_BY,CHANGE_BY,CREATE_DAT,CHANGE_DAT,Rechtswert,Hochwert,Baumart_la,Sorte,Bewaesseru,Baumalter,GA_NR,GA_NAME,Pflanzdatu,id,NAME_DT,NAME_LAT,BHD,KRONE_D,HOEHE,KOMMENTAR
1,{F55273ED-6005-4749-A0D4-1E07D3BD4F13},,"1.00302",B,,Laubbaum,False,13,,bruchsal_baum,,2024/01/09,3470677,5443129.79,Tilia spec.,,"0",67 Jahre,1/001/209,Babette Ihle Platz,12.11.1955 00:00:00,1,Winterlinde,Tilia cordata,0.38,10,12.4,"8 qm, Rindenmulch "
2,{31DB61AD-A381-48AE-8057-0381B0DE2363},,"1.00303",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/09,3470685.81,5443124.88,Tilia spec.,,"0",67 Jahre,1/001/209,Babette Ihle Platz,12.11.1955 00:00:00,1,Winterlinde,Tilia cordata,0.36,10,12,"8 qm, Rindenmulch "
3,{AAF5F061-7F9E-4110-BB28-7FFDAC9A94D0},,"1.00304",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/09,3470693.26,5443121.49,Tilia spec.,,"0",67 Jahre,1/001/209,Babette Ihle Platz,12.11.1955 00:00:00,1,Winterlinde,Tilia cordata,0.57,15.5,16.2,"8 qm,  Rindenmulch"
4,{FE6CF817-56CC-4FD2-81F6-B6E750C73378},,"1.50601",B,,Laubbaum,True,13,,bruchsal_baum,,2024/02/05,3470849.24,5443047.51,Gleditisia triacanthos,,"0",34 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Amerikanische Gleditschie,Gleditisia triacanthos,0.4,12.7,11.5,
5,{C65F5885-45EB-4837-984E-B2068422B13F},,"1.50602",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,3470846.73,5443057.14,Gleditisia triacanthos,,"0",34 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Amerikanische Gleditschie,Gleditisia triacanthos,0.35,10.7,11.5,
6,{BDC58A92-6B52-4A4F-B513-21B1630C6B05},,"1.50603",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470834.29,5443041.5,Tilia spec.,,"0",32 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989,1,Winterlinde,Tilia cordata,0.2,7,8.3,"3 qm,  verdichteter Boden"
7,{1D1A601F-DC70-4C1D-8B5A-DDDAC15DCA87},,"1.50604",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470827.74,5443049.23,Tilia spec.,,"0",33 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.2,6.2,8.4,"3 qm,  verdichteter Boden"
8,{52CF7ED9-636A-431F-942F-B2F49ACD794A},,"1.50605",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470821.39,5443056.18,Tilia spec.,,"0",33 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.2,5.5,8.7,"3 qm,  verdichteter Boden"
9,{9D70920B-12E9-4920-9382-38147DDEB2D1},,"1.50606",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470816.83,5443061.54,Tilia spec.,,"0",33 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.28,7.5,12.8,"3 qm,  verdichteter Boden"
10,{C2371290-242F-4AF4-AE92-88BA08D15465},,"1.50607",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470806.91,5443072.85,Tilia spec.,,"0",33 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.2,7,8.4,"3 qm,  verdichteter Boden"
11,{4E032C85-4B0A-49C6-9E52-1D1B61BDF86F},,"1.50608",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470801.95,5443078.21,Tilia spec.,,"0",34 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.21,7.5,10,"3 qm,  verdichteter Boden"
12,{FA05161B-BB69-4D4B-B781-97CD5F804749},,"1.50609",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470798.38,5443082.77,Tilia spec.,,"0",33 Jahre,1/001/164,Dr.-Karl-Meister-Straße,18.12.1989 00:00:00,1,Winterlinde,Tilia cordata,0.23,7,9.9,"3 qm, verdichteter Boden"
13,{07D825A6-22E7-4AAF-957D-80375EB6B970},,"1.50201",B,,Laubbaum,True,9,,bruchsal_baum,,2024/01/18,3470765.1,5443124.01,Aesculus hippocastanum,,"0",111 Jahre,1/001/161,Am Alten Schloß,01.01.1911,1,Gewöhnliche Rosskastanie,Aesculus hippocastanum,0.33,8.4,9.3,3 qm 
14,{917BD05C-4A8B-4712-96FA-C5EABCE57AEE},,"1.31301",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470793.92,5443166.35,Acer platanoides,,"0",35 Jahre,1/001/065,Pfeilerstraße,06.12.1988 00:00:00,1,Spitzahorn,Acer platanoides,0.23,8.3,10.1,"4 qm, Rigole mit Spontanbewuchs "
15,{4BF38472-AB31-4283-A177-7B6D394B471A},,"1.31302",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470845.52,5443142.54,Acer pseudoplatanus,,"0",35 Jahre,1/001/065,Pfeilerstraße,06.12.1988 00:00:00,1,Bergahorn,Acer pseudoplatanus,0.19,5,8.5,BHD geschätzt
16,{5CCCA129-0BFB-427D-B75A-629995211B2C},,"1.31303",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470860.86,5443160.27,Acer pseudoplatanus,,"0",33 Jahre,1/001/065,Pfeilerstraße,06.12.1988,1,Bergahorn,Acer pseudoplatanus,0.24,6,12.2,
17,{8FA8A6C1-3DC8-4242-99B9-F4F5EA468BAC},,"1.31304",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470851.87,5443160,Acer pseudoplatanus,,"0",34 Jahre,1/001/065,Pfeilerstraße,06.12.1988 00:00:00,1,Bergahorn,Acer pseudoplatanus,0.17,5.5,8,
18,{DFF5F874-DE83-4276-A69E-CA0CCE491B1A},,"1.31305",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470842.61,5443158.15,Acer pseudoplatanus,,"0",35 Jahre,1/001/065,Pfeilerstraße,06.12.1988 00:00:00,1,Bergahorn,Acer pseudoplatanus,0.24,6,11.2,
19,{AF7DD034-8832-4832-93B9-D7D9F8D83A7F},,"1.00762",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,3470906.07,5443058.73,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.36,10,16.1,
20,{3310C05B-97E7-4C52-ACDD-2F91274810F0},,"1.00766",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470901.45,5443037.45,Betula papyrifera,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Papierbirke,Betula papyrifera,0.2,7.6,8.7,
21,{A91B1515-7DFA-43BA-A811-C47BED969806},,"1.00768",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470887.61,5443044.33,Alnus incana,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Grau-Erle,Alnus incana,0.34,8,7.9,
22,{F2504787-73A6-4C6F-81C5-225195ADA4CA},,"1.00770",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470870.38,5443061.2,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.23,7,9.5,
23,{864DA27A-5B0B-43BD-A37D-A192DAAD29B2},,"1.00772",B,,Nadelbaum,False,6,,bruchsal_baum,,2024/01/18,3470881.04,5443080.12,Pinus nigra ssp. Nigra,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Schwarzkiefer,Pinus nigra ssp. Nigra,0.28,5.7,11.8,
24,{4D41972E-0432-473B-961B-CA5B9A732AC2},,"1.00773",B,,Nadelbaum,False,8,,bruchsal_baum,,2024/01/18,3470878.18,5443081.1,Pinus nigra ssp. Nigra,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Schwarzkiefer,Pinus nigra ssp. Nigra,0.3,8.3,9.2,
25,{B90BF4A1-620D-4028-ACA4-D5C67C8AAC1E},,"1.00774",B,,Nadelbaum,False,9,,bruchsal_baum,,2024/01/18,3470877.11,5443083.22,Pinus nigra ssp. Nigra,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Schwarzkiefer,Pinus nigra ssp. Nigra,0.36,9.3,10.2,
26,{92A84F7D-BC1F-4329-A760-9F05EF8C6DE9},,"1.00775",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,3470870.81,5443077.49,Carpinus betulus,Fastigiata,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Hainbuche,Carpinus betulus,0.33,10.4,11.6,
27,{56EB5FF8-9832-4927-956C-425B0CAF750E},,"1.00301",B,,Laubbaum,False,17,,bruchsal_baum,,2024/01/09,3470666.84,5443134.53,Tilia spec.,,"0",67 Jahre,1/001/209,Babette Ihle Platz,12.11.1955 00:00:00,1,Winterlinde,Tilia cordata,0.57,17.2,12.1,"9 qm, Rindenmulch "
38,{35700A2F-F800-4700-9FBE-C78384113C5B},,"1.31617",B,,Laubbaum,True,9,,bruchsal_baum,,2024/01/18,3470751.49,5443081.09,TILIA CORDATA,Greenspire,"0",34 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,01.01.1989 00:00:00,1,Winterlinde,Tilia cordata,0.36,0.5,14.5,"4 qm, Bank über Baumscheibe "
39,{2801478C-73B8-43EF-B970-1A8D4753CC42},,"1.31618",B,,Laubbaum,True,7,,bruchsal_baum,,2024/01/18,3470756.26,5443075.33,TILIA CORDATA,Greenspire,"0",34 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,01.01.1989 00:00:00,1,Winterlinde,Tilia cordata,0.29,7.2,9,"4 qm, Bank über Baumscheibe"
40,{7DCE7128-8969-44BE-85B7-034F300D3DA2},,"1.31619",B,,Laubbaum,True,8,,bruchsal_baum,,2024/01/18,3470761.41,5443070.54,TILIA CORDATA,Greenspire,"0",35 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,01.01.1989 00:00:00,1,Winterlinde,Tilia cordata,0.28,7.2,12.7,"4 qm, Bank über Baumscheibe "
41,{B4C25943-62F8-4444-99F8-EBDC0DB85E54},,"1.31624",B,,Laubbaum,True,8,,bruchsal_baum,,2024/01/18,3470795.68,5443030.72,TILIA CORDATA,Greenspire,"0",32 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,01.01.1992 00:00:00,1,Winterlinde,Tilia cordata,0.26,8,12,"4 qm,  Rindenmulch "
42,{2261134C-4669-408B-ADD7-441CC896AADE},,"1.31625",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470800.84,5443025.03,TILIA CORDATA,Greenspire,"0",32 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,01.01.1992 00:00:00,1,Winterlinde,Tilia cordata,0.23,6,10.7,"4 qm,  Rindenmulch "
43,{978EB47E-B3A1-45C0-BA16-0F0DAA182F42},,"1.31626",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470811.82,5443013.79,TILIA CORDATA,Greenspire,"0",30 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,08.12.1993 00:00:00,1,Winterlinde,Tilia cordata,0.3,8.5,13,"4 qm,  Rindenmulch"
44,{C37DE686-AC1F-4144-9335-13E7E3BCDA5D},,"1.31627",B,,Laubbaum,True,7,,bruchsal_baum,,2024/01/18,3470822.93,5442998.57,TILIA CORDATA,Greenspire,"0",30 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,08.12.1993 00:00:00,1,Winterlinde,Tilia cordata,0.25,7,12.2,"4 qm,  Bank über Baumscheibe"
45,{4CE85025-D56B-412D-8058-7C1455E6D544},,"1.31628",B,,Laubbaum,True,8,,bruchsal_baum,,2024/01/18,3470831,5442990.5,TILIA CORDATA,Greenspire,"0",29 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,08.12.1993 00:00:00,1,Winterlinde,Tilia cordata,0.24,8.7,13,"4 qm,  Rabatte mit Zierpflanzen "
46,{60078322-4DC1-42B0-83C6-1D5E4FB02060},,"1.31630",B,,Laubbaum,False,2,,bruchsal_baum,,2023/09/12,3470850.58,5442969.6,Liquidambar  styraciflua,Worplesdon,"3",5 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,13.04.2021 00:00:00,1,Amerikanischer Amberbaum,Liquidamber styraciflua,0.07,2,5.8,"4 qm,  Rabatte mit Zierbepflanzung"
47,{496B00D4-C318-4CFE-99AF-A3C9CE98B007},,"1.31631",B,,Laubbaum,True,7,,bruchsal_baum,,2024/01/18,3470860.24,5442958.09,TILIA CORDATA,Greenspire,"0",30 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,08.12.1993 00:00:00,1,Winterlinde,Tilia cordata,0.2,5,10.9,"4 qm,  Rindenmulch"
48,{324626EB-3153-436F-9A9B-13BAB6964A01},,"1.31632",B,,Laubbaum,True,4,,bruchsal_baum,,2024/01/18,3470864.34,5442954.39,TILIA CORDATA,Greenspire,"0",30 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,08.12.1993 00:00:00,1,Winterlinde,Tilia cordata,0.22,4,9.9,"4 qm,  Rindenmulch,  Schädlingsbefall"
49,{2CF13D7E-8C85-4543-B250-DF52CC717037},,"1.00702",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470962.53,5443122.43,Acer platanoides,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Spitzahorn,Acer platanoides,0.2,8.7,13.2,
50,{F8C82D1E-8879-4C40-AED2-077E223C9742},,"1.00703",B,,Laubbaum,False,13,,bruchsal_baum,,2024/01/18,3470961.27,5443130.62,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Spitzahorn,Acer platanoides,0.32,10.5,12.7,
51,{008A0AEB-CB2C-4F39-99DB-B067B4A18B0A},,"1.00706",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,3470943.48,5443152.95,Tilia spec.,,"0",31 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.55,14.2,14,BHD geschätzt 
52,{9030737C-0A6F-4644-ADCF-6C2485FC1697},,"1.00708",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470927.98,5443149.98,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.25,8.6,12.1,
53,{C76684E7-59E1-416D-A9A4-8E7CA90F9EBA},,"1.00709",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470915.55,5443149.98,Tilia spec.,,"0",31 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.22,9,11.7,
54,{12ED8281-5223-4BE0-B299-551EAF713D14},,"1.00710",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470921.5,5443134.14,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.35,10.1,13,
55,{7D931B16-AC38-4008-ADBC-E652142443EA},,"1.00711",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470920.37,5443130.37,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.33,8.6,9.1,
56,{4DB189A0-C081-4BCE-9F75-09FB95CEBE58},,"1.00713",B,,Laubbaum,False,9,,bruchsal_baum,,2023/11/15,3470922.7,5443109.43,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.27,10.2,11.8,
57,{C04FBBD1-631A-401C-89B2-7CD5EF503A7C},,"1.00714",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470926.67,5443107.78,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.29,9.6,12.3,
58,{3033C2DC-2BD4-4F3A-8E92-A9869C5B4E85},,"1.00715",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470927.99,5443103.14,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.26,9.4,10.8,
59,{6E3D19F0-4C94-4C31-BCF9-3C6D4B9355ED},,"1.00716",B,,Laubbaum,False,13,,bruchsal_baum,,2024/01/18,3470932.89,5443123.25,Ailanthus altissima,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Götterbaum,Ailanthus altissima,0.42,18.5,11.3,Drüsiger Götterbaum?
60,{642A09C3-9037-484D-983C-3EF8A6B20167},,"1.00717",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,3470941.45,5443126.05,Ailanthus altissima,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Götterbaum,Ailanthus altissima,0.34,15.8,14.2,Drüsiger Götterbaum?
61,{ADB3FFA2-A3F3-4022-B0DA-CB84E703177D},,"1.00720",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470971.44,5443071.34,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
62,{E8946A89-F5F2-4D07-999C-F1A1A71E56EC},,"1.00721",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470971.93,5443057.23,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
63,{0D93E134-1538-4F2D-9BA3-250644617421},,"1.00722",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470972.93,5443052.98,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
64,{905D1875-C5FF-4D05-B018-D18DFAC0511E},,"1.00723",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470973.49,5443039.92,Tilia cordata,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,,,,,,
65,{DEC4BF91-134F-4918-9D3A-82A57DF26A07},,"1.00724",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470973.29,5443035.96,Tilia spec.,,"0",31 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
66,{2B8529AB-9E0A-4853-9CE4-A3096D42BDFD},,"1.00725",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470969.71,5443035.94,Acer platanoides,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,,,,,,
67,{12CE0AC7-CF96-4257-A989-7EF213879185},,"1.00728",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470965.63,5443075.2,Acer platanoides,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,,,,,,
68,{BF619143-5C23-4A81-A5EE-3E3E08ABD058},,"1.00729",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470966.7,5443079.96,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
69,{F11539F2-2003-47E8-8A3C-15B9D9524961},,"1.00730",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470959.03,5443094.53,Acer platanoides,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,,,,,,
70,{0149077C-A562-437E-B28B-2ACA976E39C8},,"1.00731",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470956.4,5443092.93,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
71,{D7505E13-57DA-48AF-AD82-D14E199C20F8},,"1.00733",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470940.81,5443089.43,Malus,Evereste,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
72,{5AFC30DE-3040-4073-AC45-343827EC6B30},,"1.00734",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,3470933.06,5443095.05,Ailanthus altissima,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Götterbaum,Ailanthus altissima,0.37,13.6,11,
73,{AD0D3B8A-2301-464B-BE31-7BB1C3C4604C},,"1.00735",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470937.82,5443083.67,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
74,{EC93C416-0213-4305-9E03-C43816F42522},,"1.00737",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470939.53,5443050.96,Carpinus betulus,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
75,{26E39162-3BD5-446B-8677-2857B6248869},,"1.00752",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470942.24,5443082.09,Carpinus betulus,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
76,{66719518-5288-419D-84EA-44BDD28949DF},,"1.00757",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470914.33,5443027.63,Alnus spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Erle,,,,,Gefällt? Nicht vorhanden
77,{86D2DFCD-5805-4688-AB48-1412C27DC2E0},,"1.00759",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470918.12,5443055.51,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.33,10.7,13.8,
78,{C5E4BB5F-CA61-44FF-A42F-CDF663F8E0CC},,"1.00760",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470913.69,5443052.91,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.33,10.8,15,
79,{ED83D2E7-826B-4609-8106-E1C8CBED3DC9},,"1.00761",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470909.04,5443053.79,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.31,7.5,15.5,
80,{E94DE7D2-6838-4F21-B504-86FC66293401},,"1.007102",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470920.09,5442967.06,TILIA CORDATA,Greenspire,"0",31 Jahre,1/001/008,Bürgerpark,01.01.1991,1,Winterlinde,Tilia cordata,0.23,7.3,11.6,
81,{DEE7ADE6-957C-46E3-8814-7B866099993A},,"1.007103",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470923.59,5442973.68,TILIA CORDATA,Greenspire,"0",31 Jahre,1/001/008,Bürgerpark,01.01.1991,1,Winterlinde,Tilia cordata,0.35,8.3,12,
82,{B063860C-BEF3-48FD-81E5-C2AC1E198D3E},,"1.007104",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470927.03,5442980.27,TILIA CORDATA,Greenspire,"0",31 Jahre,1/001/008,Bürgerpark,01.01.1991,1,Winterlinde,Tilia cordata,0.26,8.7,12.5,
83,{41E61280-FF4B-4910-98D4-19E485980C4E},,"1.007105",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470930.17,5442987.34,TILIA CORDATA,Greenspire,"0",31 Jahre,1/001/008,Bürgerpark,01.01.1991,1,Winterlinde,Tilia cordata,0.24,8.2,12.3,
84,{17949E0E-7434-4CA4-9229-35DCCBAE6563},,"1.007106",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470933.3,5442994.66,TILIA CORDATA,Greenspire,"0",31 Jahre,1/001/008,Bürgerpark,01.01.1991,1,Winterlinde,Tilia cordata,0.3,11,14.6,
85,{4CD82490-58F0-434E-9157-4AEF004A2082},,"1.007107",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470936.2,5443002.02,TILIA CORDATA,Greenspire,"0",32 Jahre,1/001/008,Bürgerpark,01.01.1991 00:00:00,1,Winterlinde,Tilia cordata,0.3,9.5,13.6,
